source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL262148C/transports-routiers-de-marchandises/pays-de-la-loire/vendee/arrond-la-roche-sur-yon;PDL262148C;;TRANSPORTS ROUTIERS DE MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Pays de la Loire;3000000.0;;21 à 50;2100000;;;;"CA annoncé: > 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ262169A/boulangerie-patisserie-chocolaterie-reputee/nouvelle-aquitaine/vienne/pays-loudunais;NAQ262169A;;BOULANGERIE-PÂTISSERIE-CHOCOLATERIE RÉPUTÉE;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;425000;;10 à 20;274000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL262076A/vente-instal-entretien-de-poeles-domestiques/pays-de-la-loire/vendee;PDL262076A;;VENTE, INSTAL. & ENTRETIEN DE POÊLES DOMESTIQUES;Autres / non classé;;Pays de la Loire;1125000;;10 à 20;463000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/363A0558/peinture-revetements-de-sols-souples/centre-val-de-loire/indre/la-chatre-et-arrondissement;363A0558;;PEINTURE REVETEMENTS DE SOLS SOUPLES;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA262028C/reseau-de-4-micro-creches-a-ceder/auvergne-rhone-alpes/rhone;ARA262028C;;RÉSEAU DE 4 MICRO-CRECHES A CEDER;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;1125000;;10 à 20;450000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Activités médico-sociales"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC262045C/societe-de-nettoyage-industriel/occitanie/haute-garonne;OCC262045C;;SOCIETE DE NETTOYAGE INDUSTRIEL;Propreté / nettoyage / multiservices;;Occitanie;;;21 à 50;770000;depart a la retraite;;;"CA annoncé: NC; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC261015C/ferronnerie/provence-alpescote-dazur/bouches-du-rhone/crau-camargue;PAC261015C;;FERRONNERIE;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;;;10 à 20;450000;retraite;;;"CA annoncé: NC; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT261912P/economie-de-la-construction/bretagne;BRT261912P;;ECONOMIE DE LA CONSTRUCTION;Bureau d'études / ingénierie / diagnostics;;Bretagne;1125000;;10 à 20;900000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Bureau d'études, ingénierie, R&D"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT261945A/institut-de-beaute-et-salon-de-coiffure/bretagne/finistere/arrond-morlaix;BRT261945A;;INSTITUT DE BEAUTE ET SALON DE COIFFURE;Autres / non classé;;Bretagne;425000;;10 à 20;160000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR261950A/societe-de-metallerie-serrurerie/normandie/manche/vallee-de-la-vire;NOR261950A;;SOCIETE DE METALLERIE SERRURERIE;Bâtiment / travaux publics / second œuvre;;Normandie;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL261961A/plomberie-chauffage-electricite-climatisation/pays-de-la-loire/loire-atlantique/nord-loire-atlantique;PDL261961A;;PLOMBERIE CHAUFFAGE ELECTRICITE CLIMATISATION;Bâtiment / travaux publics / second œuvre;;Pays de la Loire;;;10 à 20;;retraite;;;"CA annoncé: NC; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261902P/fabrication-bois-charpente-ossature-amenagement-in/rhone-alpes;ARA261902P;;FABRICATION BOIS CHARPENTE-OSSATURE AMENAGEMENT IN;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;1125000;;10 à 20;575000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Gros œuvre : charpente, étanchéité"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC261895C/ambulances-taxis-et-vsl/occitanie/gers;OCC261895C;;AMBULANCES TAXIS ET VSL;Transport & logistique (commissionnaire, affrètement);;Occitanie;625000;;10 à 20;500000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261881C/ambulance-taxi-pompes-funebres-garage/nouvelle-aquitaine;NAQ261881C;;AMBULANCE-TAXI-POMPES FUNÈBRES-GARAGE;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;3000000.0;;21 à 50;2100000;retraite;;;"CA annoncé: > 3 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261865A/3-salons-de-coiffure-cause-depart-a-la-retraite/nouvelle-aquitaine/vienne/poitiers-et-ses-environs;NAQ261865A;;3 SALONS DE COIFFURE CAUSE DÉPART À LA RETRAITE;Autres / non classé;;Nouvelle-Aquitaine;625000;;10 à 20;;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Coiffure, esthétique"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA239555C/restaurant-glacier-bar-epicerie-fine/auvergne-rhone-alpes/ardeche/arrond-de-largentiere;ARA239555C;;RESTAURANT - GLACIER - BAR - EPICERIE FINE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;;;10 à 20;590000;;;;"CA annoncé: NC; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT261526C/solution-complete-mobil-homes/bretagne/morbihan;BRT261526C;;SOLUTION COMPLÈTE MOBIL-HOMES;Autres / non classé;;Bretagne;2250000;;10 à 20;596000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE261756A/entreprise-de-ravalement-savoir-faire-rare/grand-est/bas-rhin/arrond-strasbourg;GDE261756A;;ENTREPRISE DE RAVALEMENT SAVOIR FAIRE RARE;Bâtiment / travaux publics / second œuvre;;Grand Est;1125000;;10 à 20;330000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN261732A/salon-de-coiffure-et-esthetique/centre-val-de-loire/indre-et-loire/agglomeration-de-tours;CEN261732A;;SALON DE COIFFURE ET ESTHETIQUE;Autres / non classé;;Centre-Val de Loire;425000;;10 à 20;200000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Coiffure, esthétique"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF261735H/restaurant-pizzeria-brasserie/hauts-de-france/oise;HDF261735H;;RESTAURANT / PIZZERIA / BRASSERIE;HCR / restauration / tourisme / loisirs;;Hauts-de-France;;;10 à 20;700000;retraite;;;"CA annoncé: NC; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC261701H/hotel-restaurant-bar/occitanie/lozere/gorges-et-causses;OCC261701H;;HOTEL** - RESTAURANT - BAR;HCR / restauration / tourisme / loisirs;;Occitanie;625000;;10 à 20;1150000;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Hôtel-Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA249125P/restauration-collective/rhone-alpes;ARA249125P;;RESTAURATION COLLECTIVE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;3000000.0;;21 à 50;1750000;;;;"CA annoncé: > 3 M€; secteur TE: Autres services associés à l'hôtellerie-restauration"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT261711P/entreprise-generale-de-batiment/bretagne/cotes-darmor;BRT261711P;;ENTREPRISE GENERALE DE BATIMENT;Bâtiment / travaux publics / second œuvre;;Bretagne;2250000;;10 à 20;857000;;;oui (cf. Transentreprise BRT265911C);"CA annoncé: de 1,5 à 3 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261600A/entretien-et-depannage-de-pompes-a-chaleur/auvergne-rhone-alpes/haute-savoie;ARA261600A;;ENTRETIEN ET DÉPANNAGE DE POMPES À CHALEUR;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2250000;;10 à 20;700000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261610C/fonds-de-commerce-de-distribution-specialise/nouvelle-aquitaine/charente-maritime/la-rochelle-rochefort-et-leurs-environs;NAQ261610C;;FONDS DE COMMERCE DE DISTRIBUTION SPECIALISE;Négoce / distribution B2B;;Nouvelle-Aquitaine;2250000;;10 à 20;850000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF261582C/boulangerie-patisserie-traiteur/hauts-de-france/somme/littoral-hauts-de-france-abbeville;HDF261582C;;BOULANGERIE PÂTISSERIE TRAITEUR;HCR / restauration / tourisme / loisirs;;Hauts-de-France;1125000;;10 à 20;550000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC261554C/constr-maison-ossature-bois-charpentemenuiserie/bourgogne-franche-comte/yonne/centre-yonne;BFC261554C;;CONSTR. MAISON OSSATURE BOIS, CHARPENTE,MENUISERIE;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;2250000;;10 à 20;2050000;depart a la retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Gros œuvre : charpente, étanchéité"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ239062H/hotel-restaurant/nouvelle-aquitaine/landes;NAQ239062H;;HÔTEL** RESTAURANT;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;1125000;;10 à 20;650000;;;oui (cf. Transentreprise CEN262905H);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Hôtel-Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261540P/tour-operateur-specialise-en-oenotourisme/nouvelle-aquitaine/gironde/bordeaux-et-arrond;NAQ261540P;;TOUR-OPERATEUR SPECIALISE EN ŒNOTOURISME;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;1125000;;10 à 20;950000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261507C/opportunite-restaurant-ca-12m/auvergne-rhone-alpes/haute-savoie/chablais;ARA261507C;;OPPORTUNITE - RESTAURANT - CA 1.2M€;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;700000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261496C/menuiserie-interieure-agencement/auvergne-rhone-alpes;ARA261496C;;MENUISERIE INTERIEURE & AGENCEMENT;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2250000;;10 à 20;1200000;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE261464A/patisseries/grand-est/haut-rhin/arrond-mulhouse;GDE261464A;;PÂTISSERIES;HCR / restauration / tourisme / loisirs;;Grand Est;1125000;;10 à 20;900000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261451C/entreprise-de-menuiseries-exterieures-performante/nouvelle-aquitaine/haute-vienne/pays-douest-limousin;NAQ261451C;;ENTREPRISE DE MENUISERIES EXTERIEURES PERFORMANTE;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;2250000;;10 à 20;560000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL261388C/boulangerie-artisanale-franchisee-region-nantaise/pays-de-la-loire/loire-atlantique/communaute-urbaine-de-nantes;PDL261388C;;BOULANGERIE ARTISANALE FRANCHISEE REGION NANTAISE;HCR / restauration / tourisme / loisirs;;Pays de la Loire;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261397A/entretien-espaces-verts-et-deneigement/auvergne-rhone-alpes/haute-savoie/pays-du-mont-blanc;ARA261397A;;ENTRETIEN ESPACES VERTS ET DÉNEIGEMENT;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;425000;;10 à 20;250000;retraite;;;"CA annoncé: de 350 à 500 k€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR260984A/societe-de-metallerie/normandie/manche/pays-coutancais;NOR260984A;;SOCIETE DE METALLERIE;Bâtiment / travaux publics / second œuvre;;Normandie;1125000;;10 à 20;520000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261321A/boucherie-charcuterie-sur-les-marches/auvergne-rhone-alpes/loire/arrond-de-saint-etienne;ARA261321A;;BOUCHERIE CHARCUTERIE SUR LES MARCHES;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;2250000;;10 à 20;600000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261372C/entreprise-artisanale-de-boulangerie-patisserie/nouvelle-aquitaine;NAQ261372C;;ENTREPRISE ARTISANALE DE BOULANGERIE-PÂTISSERIE;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;1125000;;21 à 50;730000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC261285P/fabrication-negoce-sav-hydraulique/bourgogne;BFC261285P;;FABRICATION/NÉGOCE/SAV HYDRAULIQUE;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Réparation, maintenance machines et équip. industriels"
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR261311A/construction-bois/normandie/eure/arrond-evreux;NOR261311A;;CONSTRUCTION BOIS;Bâtiment / travaux publics / second œuvre;;Normandie;1125000;;10 à 20;600000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Industrie bois, papier, fabric. meubles, agencements"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA261184P/menuiserie-bois-renovation-tce/rhone-alpes;ARA261184P;;MENUISERIE BOIS - RENOVATION TCE;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;3000000.0;;10 à 20;3500000;;;;"CA annoncé: > 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF261160C/entreprise-de-charpente-couverture-platrerie/hauts-de-france/nord/sect-cambrai;HDF261160C;;ENTREPRISE DE CHARPENTE COUVERTURE PLATRERIE...;Bâtiment / travaux publics / second œuvre;;Hauts-de-France;1125000;;10 à 20;;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Industrie bois, papier, fabric. meubles, agencements"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC261098C/vente-en-gros-et-detail-materiel-pieces-agricoles/occitanie;OCC261098C;;VENTE EN GROS ET DETAIL MATERIEL/PIECES AGRICOLES;Négoce / distribution B2B;;Occitanie;2250000;;10 à 20;1400000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF261056C/a-cederfranchise-age-dor-services-soissons-laon/hauts-de-france/aisne/soissons;HDF261056C;;À CÉDER–FRANCHISE AGE D’OR SERVICES SOISSONS-LAON;Services à la personne / santé à domicile;;Hauts-de-France;1125000;;21 à 50;650000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA260909A/salon-de-coiffure-et-esthetique/auvergne-rhone-alpes/rhone/rhone-ouest;ARA260909A;;SALON DE COIFFURE ET ESTHETIQUE;Autres / non classé;;Auvergne-Rhône-Alpes;625000;;10 à 20;395000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Coiffure, esthétique"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA253616C/abattoir-salle-decoupe-et-boucherie/auvergne-rhone-alpes/cantal/aurillac-et-arrondissement;ARA253616C;;ABATTOIR SALLE DÉCOUPE ET BOUCHERIE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;;;10 à 20;;;;;"CA annoncé: NC; secteur TE: Boucherie, charcuterie, traiteur…"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256564C/entreprise-de-transport/grand-est/bas-rhin;GDE256564C;;ENTREPRISE DE TRANSPORT;Transport & logistique (commissionnaire, affrètement);;Grand Est;1125000;;10 à 20;600000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA260922C/negoce-de-vins/auvergne-rhone-alpes/haute-savoie/albanais;ARA260922C;;NEGOCE DE VINS;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;2250000;;10 à 20;1400000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ260937C/magasin-electromenager-hifi-chauffage-sdb-photov/nouvelle-aquitaine/deux-sevres;NAQ260937C;;MAGASIN ELECTROMENAGER HIFI, CHAUFFAGE SDB PHOTOV.;Commerce de détail / e-commerce BtoC;;Nouvelle-Aquitaine;2250000;;10 à 20;390000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC260486P/services-a-la-personne-et-societe-de-nettoyage/provence-alpescote-dazur/bouches-du-rhone;PAC260486P;;SERVICES A LA PERSONNE ET SOCIETE DE NETTOYAGE;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;425000;;21 à 50;260000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Activités de nettoyage"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA260848H/hotel-restaurant-de-station-de-ski/auvergne-rhone-alpes/savoie;ARA260848H;;HOTEL RESTAURANT DE STATION DE SKI;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;600000;depart a la retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Hôtel-Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN260900A/couverture-charpente-zinguerie/centre-val-de-loire/indre/arrond-chateauroux;CEN260900A;;COUVERTURE CHARPENTE ZINGUERIE;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Gros œuvre : charpente, étanchéité"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC260894A/terminal-de-cuisson-tarbes-centre-ville/occitanie/hautes-pyrenees/arr-de-tarbes;OCC260894A;;TERMINAL DE CUISSON TARBES (CENTRE-VILLE);HCR / restauration / tourisme / loisirs;;Occitanie;1125000;;10 à 20;800000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ260622A/menuiserie-bois/nouvelle-aquitaine/pyrenees-atlantiques;NAQ260622A;;MENUISERIE BOIS;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC260683P/laiterie-fromagerie-de-montagne/occitanie/lozere;OCC260683P;;LAITERIE FROMAGERIE DE MONTAGNE;Industrie / production / fabrication;;Occitanie;3000000.0;;10 à 20;2500000;;;;"CA annoncé: > 3 M€; secteur TE: Industrie agro-alimentaire"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ260498P/parts-ent-menuiserie-avec-atelier-de-fabrication/nouvelle-aquitaine/gironde;NAQ260498P;;PARTS ENT MENUISERIE AVEC ATELIER DE FABRICATION;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE260468A/boulangerie-patisserie-artisanale/grand-est/haut-rhin/arrond-colmar-ribeauville;GDE260468A;;BOULANGERIE-PÂTISSERIE ARTISANALE;HCR / restauration / tourisme / loisirs;;Grand Est;625000;;10 à 20;409500;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN259607C/librairie-papeterie-presse/centre-val-de-loire;CEN259607C;;LIBRAIRIE PAPETERIE PRESSE;HCR / restauration / tourisme / loisirs;;Centre-Val de Loire;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Librairie, culture, loisirs créatifs, jeux, jouets…"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ260423P/automatisme-robotique-cablage-machines-speciales/nouvelle-aquitaine;NAQ260423P;;AUTOMATISME ROBOTIQUE CÂBLAGE MACHINES SPÉCIALES;Industrie / production / fabrication;;Nouvelle-Aquitaine;3000000.0;;10 à 20;2000000;retraite;;;"CA annoncé: > 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT258975C/service-daide-accompt-a-dom-2-agences-franchise/bretagne;BRT258975C;;SERVICE D'AIDE-ACCOMPT A DOM. 2 AGENCES FRANCHISE;Services à la personne / santé à domicile;;Bretagne;625000;;21 à 50;;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE260146C/aide-a-domicile-et-auxilliaires-de-vie/grand-est/bas-rhin/arrond-strasbourg;GDE260146C;;AIDE A DOMICILE ET AUXILLIAIRES DE VIE;Services à la personne / santé à domicile;;Grand Est;625000;;10 à 20;350000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC260341P/terrassement-location-engins-avec-chauffeur/occitanie/herault;OCC260341P;;TERRASSEMENT LOCATION ENGINS AVEC CHAUFFEUR;Bâtiment / travaux publics / second œuvre;;Occitanie;1125000;;10 à 20;950000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travaux publics, terrassement"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA249291A/pompe-a-chaleur-solaire-climatisation-maintenance/auvergne;ARA249291A;;POMPE A CHALEUR SOLAIRE CLIMATISATION MAINTENANCE;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA260191C/fonds-de-commerce-bar-restaurant-offre-atypique/auvergne-rhone-alpes/allier/vichy-et-arrondissement;ARA260191C;;FONDS DE COMMERCE BAR-RESTAURANT - OFFRE ATYPIQUE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;625000;;10 à 20;450000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ260138P/entreprise-artisanale-de-porcelaine/nouvelle-aquitaine/haute-vienne;NAQ260138P;;ENTREPRISE ARTISANALE DE PORCELAINE;Autres / non classé;;Nouvelle-Aquitaine;1125000;;10 à 20;;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA249714A/boulangerie-patisserie-snacking/auvergne-rhone-alpes/isere;ARA249714A;;BOULANGERIE PATISSERIE SNACKING;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;560000;retraite;;oui (cf. Transentreprise BRT265434C);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC260037C/entreprise-de-services-a-la-personne/occitanie/gard;OCC260037C;;ENTREPRISE DE SERVICES A LA PERSONNE;Services à la personne / santé à domicile;;Occitanie;425000;;21 à 50;169000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC259735C/genie-civil-travaux-de-terrassement/provence-alpescote-dazur;PAC259735C;;GÉNIE CIVIL - TRAVAUX DE TERRASSEMENT;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;3000000.0;;21 à 50;1750000;;;;"CA annoncé: > 3 M€; secteur TE: Travaux publics, terrassement"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC259911P/fabrication-vente-et-pose-de-stores/bourgogne-franche-comte/saone-et-loire;BFC259911P;;FABRICATION, VENTE ET POSE DE STORES;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;2250000;;10 à 20;1900000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT259860P/maconnerie-generales/bretagne/morbihan;BRT259860P;;MACONNERIE GENERALES;Bâtiment / travaux publics / second œuvre;;Bretagne;2250000;;10 à 20;857000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF259836P/distribution-produits-alimentaires-aux-entreprises/ile-de-france;IDF259836P;;DISTRIBUTION PRODUITS ALIMENTAIRES AUX ENTREPRISES;Négoce / distribution B2B;;Île-de-France;3000000.0;;21 à 50;;;;;"CA annoncé: > 3 M€; secteur TE: E-commerce, VPC"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF259780A/boulangerie-patisserie/hauts-de-france/somme/centre-somme;HDF259780A;;BOULANGERIE PATISSERIE;HCR / restauration / tourisme / loisirs;;Hauts-de-France;625000;;10 à 20;480000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
