source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/533945/site/0;533945;Mise à jour le 20/07/2026;Marketing opérationnel spécialisé dans le secteur des nouvelles technologies;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;1300000;;20;700000;;;oui (cf. Fusacq V79394);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/628085/site/0;628085;Mise à jour le 20/07/2026;Location de vaisselle et matériel de cuisine;Négoce / distribution B2B;;;1400000;;13;1500000;;;oui (cf. Fusacq V88810);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/639859/site/0;639859;Mise à jour le 20/07/2026;Géomarketing et outils digitaux de la connaissance et de l'activation client;Communication / marketing / édition / imprimerie / PLV;;Pays de la Loire;2300000;;23;0;;;oui (cf. Fusacq V90116);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/639852/site/0;639852;Mise à jour le 20/07/2026;Charcuterie / traiteur : production et distribution locale;Négoce / distribution B2B;;;2600000;;20;0;;;oui (cf. Fusacq V90009);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/654179/site/0;654179;Mise à jour le 20/07/2026;Activités de charcuterie traditionnelle et de traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;1100000;;14;600000;;;oui (cf. Fusacq V91699);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/639654/site/0;639654;Mise à jour le 17/07/2026;Stockage de produits, gestion de stocks et logistique;Transport & logistique (commissionnaire, affrètement);;;1900000;;15;0;;;oui (cf. Fusacq V89844);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/652790/site/0;652790;Mise à jour le 17/07/2026;Groupe d'ingénierie multi-expertises dédié aux infrastructures techniques;Bureau d'études / ingénierie / diagnostics;;Île-de-France;3800000;;20;7000000;;;oui (cf. Fusacq V91551);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/653819/site/0;653819;Mise à jour le 17/07/2026;Nettoyage tertiaire;Propreté / nettoyage / multiservices;;Hauts-de-France;1600000;;40;800000;;;oui (cf. Fusacq V91683);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/653816/site/0;653816;Mise à jour le 17/07/2026;Grossiste en fleurs, plantes, fournitures et accessoires;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;3500000;;16;605000;;;oui (cf. Fusacq V91391);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/555440/site/0;555440;Mise à jour le 16/07/2026;Transport international en bennes et fonds mouvants;Transport & logistique (commissionnaire, affrètement);;;2200000;;10;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/532137/site/0;532137;Mise à jour le 16/07/2026;Menuiseries métalliques avec bureau d'études intégré;Bureau d'études / ingénierie / diagnostics;;;2020000;;10;1400000;;;oui (cf. Fusacq V79216);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/609045/site/0;609045;Mise à jour le 15/07/2026;Fabrication, négoce et SAV de pompes hydrauliques;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2300000;;12;3100000;;;oui (cf. Fusacq V86640);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/621473/site/0;621473;Mise à jour le 15/07/2026;Mécanique industrielle - Bureau d'études;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;1500000;;13;0;;;oui (cf. Fusacq V88012);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/389070/site/0;389070;Mise à jour le 15/07/2026;Transports poids lourd et logistique;Transport & logistique (commissionnaire, affrètement);;;3928000;;28;1200000;;;oui (cf. Fusacq V65281);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/653352/site/0;653352;Mise à jour le 15/07/2026;Agence digitale responsable;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;2700000;;35;0;;;oui (cf. Fusacq V91632);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/547656/site/0;547656;Mise à jour le 13/07/2026;Services à la personne;Services à la personne / santé à domicile;;;1525000;;30;1800000;;;oui (cf. Fusacq V80690);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/598855/site/0;598855;Mise à jour le 13/07/2026;Fabricant d'emballages en plastique;Négoce / distribution B2B;;;3300000;;20;0;;;oui (cf. Fusacq V85630);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/618176/site/0;618176;Mise à jour le 10/07/2026;Agence de communication par l'objet publicitaire;Communication / marketing / édition / imprimerie / PLV;;;2000000;;10;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/638080/site/0;638080;Mise à jour le 09/07/2026;Entreprise Transport - Logistique;Transport & logistique (commissionnaire, affrètement);;Occitanie;1600000;;18;554000;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/652591/site/0;652591;Mise à jour le 09/07/2026;Réseau de micro-crèches;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;2000000;;40;2000000;;;oui (cf. Fusacq V91562);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/652207/site/0;652207;Mise à jour le 08/07/2026;Négoce de jouets, peluches et articles cadeaux;Négoce / distribution B2B;;;2500000;;10;3000000;;;oui (cf. Fusacq V91428);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605665/site/0;605665;Mise à jour le 06/07/2026;Location de tracteurs agricoles, fabrication de bennes et négoce de matériel d'occasion;Négoce / distribution B2B;;;3000000;;10;0;;;oui (cf. Fusacq V86063);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/561894/site/0;561894;Mise à jour le 06/07/2026;Conception, fabrication et distribution de systèmes de surveillance et protection;Sécurité / surveillance / télésurveillance;;;1500000;;12;0;;;oui (cf. Fusacq V82177);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/512492/site/0;512492;Mise à jour le 06/07/2026;Vente de motocycles, véhicules thermiques et électriques;Bureau d'études / ingénierie / diagnostics;;;3200000;;12;4288000;;;oui (cf. Fusacq V76180);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/512434/site/0;512434;Mise à jour le 06/07/2026;Distribution régionale de messagerie;Transport & logistique (commissionnaire, affrètement);;Grand Est;3600000;;35;0;;;oui (cf. Fusacq V73239);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/617434/site/0;617434;Mise à jour le 06/07/2026;Logistique 3PL;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;4200000;;16;0;;;oui (cf. Fusacq V87648);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/626653/site/0;626653;Mise à jour le 06/07/2026;Groupe de 11 micro-crèches;Services à la personne / santé à domicile;;Île-de-France;2900000;;48;4100000;;;oui (cf. Fusacq V88648);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/635587/site/0;635587;Mise à jour le 06/07/2026;Secrétariat téléphonique pour les professions médicales;Conseil / expertise / services administratifs aux entreprises (BPO);;;1100000;;30;0;;;oui (cf. Fusacq V89615);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/651332/site/0;651332;Mise à jour le 06/07/2026;Édition de magazine et régie publicitaire;Communication / marketing / édition / imprimerie / PLV;;Bretagne;2300000;;18;1520000;;;oui (cf. Fusacq V91127);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/651158/site/0;651158;Mise à jour le 03/07/2026;Restauration du patrimoine bâti;Courtage assurance / intermédiation financière;;;2900000;;25;0;;;oui (cf. Fusacq V91593);"cat.: Production; via Transmibat"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605586/site/0;605586;Mise à jour le 02/07/2026;Transport routier de fret interurbain et affrètement;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;2320000;;13;1200000;;;oui (cf. Fusacq V85880);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/637321/site/0;637321;Mise à jour le 02/07/2026;Développement de solutions métiers, assistance technique, intégrateur, conseil et formation;Conseil / expertise / services administratifs aux entreprises (BPO);;Grand Est;2500000;;20;0;;;oui (cf. Fusacq V89826);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650799/site/0;650799;Mise à jour le 01/07/2026;Transport de béton prêt à l'emploi;Transport & logistique (commissionnaire, affrètement);;;3000000;;50;0;;;oui (cf. Fusacq V91085);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650610/site/0;650610;Mise à jour le 30/06/2026;Spécialiste du nettoyage en support de chantiers de rénovation;Propreté / nettoyage / multiservices;;Île-de-France;1100000;;15;550000;;;oui (cf. Fusacq V91382);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/595963/site/0;595963;Mise à jour le 29/06/2026;Fabricant et distributeur de matériel électrique industriel;Négoce / distribution B2B;;;4500000;;15;0;;;oui (cf. Fusacq V84512);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650606/site/0;650606;Mise à jour le 29/06/2026;Transport routier de marchandises par bennes;Transport & logistique (commissionnaire, affrètement);;;1700000;;13;1100000;;;oui (cf. Fusacq V91412);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650277/site/0;650277;Mise à jour le 28/06/2026;Fonds de commerce Prestations multimedia - SSII;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;1250000;180000;20;700000;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/587430/site/0;587430;Mise à jour le 26/06/2026;Entreprise Transport - Logistique;Transport & logistique (commissionnaire, affrètement);;Normandie;2600000;320000;25;0;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/615697/site/0;615697;Mise à jour le 25/06/2026;Rénovation énergétique de l'habitat : du conseil à la pose;Conseil / expertise / services administratifs aux entreprises (BPO);;Hauts-de-France;2000000;;10;0;;;oui (cf. Fusacq V87457);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650107/site/0;650107;Mise à jour le 25/06/2026;Distribution, adaptation et maintenance de machines spéciales;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;5000000;;10;0;;;oui (cf. Fusacq V91358);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650106/site/0;650106;Mise à jour le 25/06/2026;Bureau d'études en réseaux;Bureau d'études / ingénierie / diagnostics;;;1700000;;12;0;;;oui (cf. Fusacq V91337);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/632307/site/0;632307;Mise à jour le 23/06/2026;Services d'aide à domicile et de portage de repas;Services à la personne / santé à domicile;;;1400000;;42;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/649731/site/0;649731;Mise à jour le 22/06/2026;Menuiseries bois, PVC, alu : négoce & pose;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;1200000;;10;750000;;;oui (cf. Fusacq V91282);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/649338/site/0;649338;Mise à jour le 19/06/2026;Agence de conseil en design et communication de marque;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;1700000;;16;0;;;oui (cf. Fusacq V91256);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/649131/site/0;649131;Mise à jour le 18/06/2026;Cabinet d'expertise comptable;Conseil / expertise / services administratifs aux entreprises (BPO);;Provence-Alpes-Côte d'Azur;1700000;;18;2500000;;;oui (cf. Fusacq V91235);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/648577/site/0;648577;Mise à jour le 16/06/2026;Cabinet de consulting / centre de formation;Formation professionnelle / organisme de formation;;;1200000;;10;950000;;;oui (cf. Fusacq V91165);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/648578/site/0;648578;Mise à jour le 15/06/2026;Grossiste en HVAC - Sanitaire & Placement;Négoce / distribution B2B;;;3200000;;11;0;;;oui (cf. Fusacq V91126);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/648569/site/0;648569;Mise à jour le 15/06/2026;Transport de biens;Transport & logistique (commissionnaire, affrètement);;;1500000;;14;132000;;;oui (cf. Fusacq V90992);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/648073/site/0;648073;Mise à jour le 12/06/2026;Transport routier en vrac par citerne;Transport & logistique (commissionnaire, affrètement);;;4500000;;15;0;;;oui (cf. Fusacq V91112);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/648071/site/0;648071;Mise à jour le 12/06/2026;Acteur de référence en conception et distribution d'équipements dédiés au yoga et à la méditation;Négoce / distribution B2B;;Île-de-France;3000000;;10;0;;;oui (cf. Fusacq V90968);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647853/site/0;647853;Mise à jour le 11/06/2026;Agence média locale pour annonceurs professionnels;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;4600000;;10;0;;;oui (cf. Fusacq V91084);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647856/site/0;647856;Mise à jour le 11/06/2026;Location de matériel TP avec chauffeur;Négoce / distribution B2B;;;2600000;;25;0;;;oui (cf. Fusacq V91064);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647628/site/0;647628;Mise à jour le 10/06/2026;Distribution automatique;Négoce / distribution B2B;;Île-de-France;1600000;;10;1425000;;;oui (cf. Fusacq V91049);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647124/site/0;647124;Mise à jour le 05/06/2026;Marketing du digital local;Services informatiques / ESN / éditeur de logiciel;;;4600000;;10;0;;;oui (cf. Fusacq V91007);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644663/site/0;644663;Mise à jour le 03/06/2026;Transporteur routier multi-activités;Transport & logistique (commissionnaire, affrètement);;;2900000;;26;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/646747/site/0;646747;Mise à jour le 03/06/2026;Usinage numérique;Services informatiques / ESN / éditeur de logiciel;;Auvergne-Rhône-Alpes;1300000;;10;850000;;;oui (cf. Fusacq V90959);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/646336/site/0;646336;Mise à jour le 02/06/2026;Spécialiste des solutions d'alerte multicanale et de communication de crise;Communication / marketing / édition / imprimerie / PLV;;;2100000;;20;0;;;oui (cf. Fusacq V90926);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/646335/site/0;646335;Mise à jour le 01/06/2026;Grossiste en fleurs;Négoce / distribution B2B;;;2200000;;14;1088000;;;;"cat.: Commerce; via Fusacq"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL266440C/bureau-detude-industriel-experimente/pays-de-la-loire/sarthe;PDL266440C;;BUREAU D'ETUDE INDUSTRIEL EXPERIMENTÉ;Bureau d'études / ingénierie / diagnostics;;Pays de la Loire;1125000;;10 à 20;1200000;depart a la retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Bureau d'études, ingénierie, R&D"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT266445P/societe-de-transport-routier/bretagne/ille-et-vilaine;BRT266445P;;SOCIETE DE TRANSPORT ROUTIER;Transport & logistique (commissionnaire, affrètement);;Bretagne;2250000;;10 à 20;1069000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF266374C/fret-de-proximite-b-to-b-services-aux-entreprises/hauts-de-france/pas-de-calais/sect-arras;HDF266374C;;FRET DE PROXIMITE B TO B. SERVICES AUX ENTREPRISES;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;1125000;;10 à 20;170000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA266352C/entreprise-specialisee-dans-services-a-la-personne/auvergne-rhone-alpes/haute-loire/le-puy-et-arrondissement;ARA266352C;;ENTREPRISE SPÉCIALISÉE DANS SERVICES À LA PERSONNE;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;1125000;;21 à 50;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN260474P/e-commerce-site-web-marchand-4me-ca-niche-ds-jouet/centre-val-de-loire;CEN260474P;;E-COMMERCE SITE WEB MARCHAND 4ME CA NICHE DS JOUET;Services informatiques / ESN / éditeur de logiciel;;Centre-Val de Loire;3000000.0;;10 à 20;1160000;;;;"CA annoncé: > 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ266206A/taxis-transports-sanitaires-et-pompes-funebres/nouvelle-aquitaine/creuse/secteur-ouest-creuse;NAQ266206A;;TAXIS, TRANSPORTS SANITAIRES ET POMPES FUNÈBRES;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF266172C/ensemble-de-2-micro-creches-performantes/hauts-de-france/aisne/soissons;HDF266172C;;ENSEMBLE DE 2 MICRO-CRÈCHES PERFORMANTES;Services à la personne / santé à domicile;;Hauts-de-France;425000;;10 à 20;240000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Activités médico-sociales"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC266152P/organisme-de-formation-specialise/bourgogne-franche-comte;BFC266152P;;ORGANISME DE FORMATION SPÉCIALISÉ;Formation professionnelle / organisme de formation;;Bourgogne-Franche-Comté;625000;;10 à 20;;reconversion;;;"CA annoncé: de 500 à 750 k€; secteur TE: Enseignement"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF266098C/ambulances-vsl-taxis/hauts-de-france/pas-de-calais;HDF266098C;;AMBULANCES - VSL - TAXIS;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;2250000;;21 à 50;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF265847C/grossiste-en-fruits-et-legumes-au-nord-de-paris/hauts-de-france/nord/sect-lille-metropole;HDF265847C;;GROSSISTE EN FRUITS ET LEGUMES AU NORD DE PARIS;Négoce / distribution B2B;;Hauts-de-France;3000000.0;;10 à 20;3500000;;;;"CA annoncé: > 3 M€; secteur TE: Commerce de gros produits alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ256768P/exploitation-forestiere-sylviculture-transport/nouvelle-aquitaine/creuse;NAQ256768P;;EXPLOITATION FORESTIERE SYLVICULTURE TRANSPORT;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR265505P/commerce-de-produits-du-jardin/normandie;NOR265505P;;COMMERCE DE PRODUITS DU JARDIN;Négoce / distribution B2B;;Normandie;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC265636C/entreprise-de-telesecretariat/occitanie/tarn-et-garonne/arr-de-montauban;OCC265636C;;ENTREPRISE DE TELESECRETARIAT;Conseil / expertise / services administratifs aux entreprises (BPO);;Occitanie;625000;;10 à 20;280000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF265610C/agence-de-services-a-la-personne/hauts-de-france/pas-de-calais/sect-boulogne-sur-mer;HDF265610C;;AGENCE DE SERVICES A LA PERSONNE;Services à la personne / santé à domicile;;Hauts-de-France;275000;;10 à 20;70000;;;;"CA annoncé: de 200 à 350 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA265586P/conception-negoce-produits-chimiques/rhone-alpes;ARA265586P;;CONCEPTION-NEGOCE PRODUITS CHIMIQUES;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3000000.0;;10 à 20;6032000;;;;"CA annoncé: > 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC265594A/nettoyage-de-locaux/provence-alpescote-dazur/alpes-maritimes/littoral-moyen-pays-ouest;PAC265594A;;NETTOYAGE DE LOCAUX;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;1125000;;10 à 20;230000;depart a la retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Activités de nettoyage"
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR265386P/emballages-pour-les-metiers-de-bouche/normandie;NOR265386P;;EMBALLAGES POUR LES MÉTIERS DE BOUCHE;Négoce / distribution B2B;;Normandie;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Chimie, plastique, parachimie"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT263971P/conception-fabrication-distribution-omnicanale-pap/bretagne;BRT263971P;;CONCEPTION FABRICATION DISTRIBUTION OMNICANALE PAP;Négoce / distribution B2B;;Bretagne;3000000.0;;10 à 20;;retraite;;;"CA annoncé: > 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF265283C/commerce-de-cigarettes-electroniques/hauts-de-france;HDF265283C;;COMMERCE DE CIGARETTES ELECTRONIQUES;Négoce / distribution B2B;;Hauts-de-France;2250000;;21 à 50;1400000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF265294C/bureau-d-etudes-mecanique-chaudronnerie-industrie/hauts-de-france/aisne/soissons;HDF265294C;;BUREAU D ETUDES MECANIQUE CHAUDRONNERIE INDUSTRIE;Bureau d'études / ingénierie / diagnostics;;Hauts-de-France;;;21 à 50;1100000;;;;"CA annoncé: NC; secteur TE: Bureau d'études, ingénierie, R&D"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ265265C/entreprise-de-transport-transport-express/nouvelle-aquitaine/charente-maritime/jonzac-et-ses-environs;NAQ265265C;;ENTREPRISE DE TRANSPORT - TRANSPORT EXPRESS;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2250000;;21 à 50;;depart a la retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ259453C/entreprise-de-transport-en-charente/nouvelle-aquitaine/charente;NAQ259453C;;ENTREPRISE DE TRANSPORT EN CHARENTE;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2250000;;10 à 20;280000;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ264993C/cabinet-de-consulting-centre-de-formation/nouvelle-aquitaine/gironde/bordeaux-et-arrond;NAQ264993C;;CABINET DE CONSULTING / CENTRE DE FORMATION;Formation professionnelle / organisme de formation;;Nouvelle-Aquitaine;1125000;;10 à 20;950000;depart a la retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA264810P/usinage-numerique/rhone-alpes;ARA264810P;;USINAGE NUMERIQUE;Services informatiques / ESN / éditeur de logiciel;;Auvergne-Rhône-Alpes;1125000;;10 à 20;850000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ264907C/pepiniere-et-negoce-de-materiaux-pour-exterieurs/nouvelle-aquitaine/charente-maritime/royan-et-ses-environs;NAQ264907C;;PEPINIERE ET NEGOCE DE MATERIAUX POUR EXTERIEURS;Négoce / distribution B2B;;Nouvelle-Aquitaine;;;10 à 20;1280000;;;;"CA annoncé: NC; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL264888A/5-cordonneries-multiservices-en-reseau/pays-de-la-loire/loire-atlantique;PDL264888A;;5 CORDONNERIES MULTISERVICES EN RÉSEAU;Propreté / nettoyage / multiservices;;Pays de la Loire;1125000;;10 à 20;800000;depart a la retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC264735C/societe-de-transport-tp-et-marchandises/provence-alpescote-dazur/var/brignoles-et-son-territoire;PAC264735C;;SOCIÉTÉ DE TRANSPORT TP ET MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Provence-Alpes-Côte d'Azur;;;21 à 50;;;;;"CA annoncé: NC; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN264783C/prestation-de-services-garde-denfant-a-domicile/centre-val-de-loire/indre/chateauroux-et-agglomeration;CEN264783C;;PRESTATION DE SERVICES-GARDE D'ENFANT À DOMICILE;Services à la personne / santé à domicile;;Centre-Val de Loire;275000;;10 à 20;70000;;;;"CA annoncé: de 200 à 350 k€; secteur TE: "
